Store,Cluster,ClusterName,AvgSales,StdSales,CV
80,0,MID-VOLUME STORES,7616.2734274711165,1774.0271865336078,0.23292587949047022
81,0,MID-VOLUME STORES,6985.688102893891,1320.2906730488223,0.18899937323309335
82,1,HIGH-VOLUME STORES,9019.653401797175,2796.89060145863,0.3100884786660812
83,0,MID-VOLUME STORES,3887.7060333761233,886.0038050264756,0.22789886823234443
84,1,HIGH-VOLUME STORES,12955.997432605905,2947.7899259096084,0.22752319466280602
85,1,HIGH-VOLUME STORES,7272.454352441614,2272.8611647237985,0.3125301383240337
86,0,MID-VOLUME STORES,4695.021850899743,1369.596437770384,0.2917124736081724
87,0,MID-VOLUME STORES,5865.161989795918,1631.6790451227976,0.27819846203081133
88,0,MID-VOLUME STORES,6024.433333333333,2463.730831311943,0.40895644370069817
89,0,MID-VOLUME STORES,5971.33922829582,1271.0736085031504,0.21286240153298178
90,1,HIGH-VOLUME STORES,8416.768637532134,2017.9997316158106,0.2397594395807825
91,0,MID-VOLUME STORES,5559.002570694088,1664.112031080913,0.29935442733086104
92,0,MID-VOLUME STORES,5996.684210526316,1836.8827764983066,0.3063164095374446
93,0,MID-VOLUME STORES,5965.175866495507,1952.2198961735323,0.327269461934648
94,0,MID-VOLUME STORES,7121.14377406932,1993.796303311044,0.27998259360682803
95,1,HIGH-VOLUME STORES,7638.54358974359,2434.299184685851,0.31868629878010096
96,0,MID-VOLUME STORES,5176.888461538461,2257.3803751860046,0.4360496448701078
97,0,MID-VOLUME STORES,6703.3961538461535,2000.3082248335925,0.29840220970468706
98,0,MID-VOLUME STORES,5109.863928112965,1299.448767636714,0.2543020295486793
99,0,MID-VOLUME STORES,5130.520900321543,1346.8221733217795,0.2625117798930262
100,0,MID-VOLUME STORES,7964.412541254125,1672.2694950991465,0.2099677140576423
101,0,MID-VOLUME STORES,7469.877551020408,1673.1916275594351,0.22399184138311237
102,0,MID-VOLUME STORES,7079.5266579973995,2344.286006404141,0.3311359812108221
103,0,MID-VOLUME STORES,4689.497622820919,1207.662946872308,0.2575250152586389
104,1,HIGH-VOLUME STORES,10126.536989795919,1418.1354436586957,0.14004150136297241
105,0,MID-VOLUME STORES,4441.3673740053055,1723.2528605222187,0.3880005222283961
106,1,HIGH-VOLUME STORES,8668.81935483871,2070.4416519167676,0.2388377894575806
107,0,MID-VOLUME STORES,7336.589285714285,1261.9031572291015,0.1720013357823183
108,1,HIGH-VOLUME STORES,11035.360128617363,2334.7618475106365,0.21157097007247033
109,0,MID-VOLUME STORES,6464.323979591837,1477.5683579794713,0.22857275759139262
110,0,MID-VOLUME STORES,4534.429846938776,1228.5002091615886,0.2709271618770235
111,0,MID-VOLUME STORES,6771.745198463508,1692.2639752461846,0.24990071623340981
112,0,MID-VOLUME STORES,6229.448979591837,904.9735501022415,0.14527345084083773
113,0,MID-VOLUME STORES,7199.077170418006,1714.428092646756,0.2381455361656041
114,0,MID-VOLUME STORES,5346.559948979592,1256.1082863562644,0.2349376605411479
115,0,MID-VOLUME STORES,7371.689710610933,1693.1385919791662,0.2296812072192939
116,0,MID-VOLUME STORES,7294.54533844189,1420.4604374637106,0.1947291258823158
117,0,MID-VOLUME STORES,3881.956354300385,1091.6748720980252,0.281217708923667
118,0,MID-VOLUME STORES,7781.606138107417,2293.5151793622035,0.2947354490393181
119,0,MID-VOLUME STORES,6005.085459183673,1391.7458670533454,0.23176120914731133
120,0,MID-VOLUME STORES,7110.102432778489,1724.7375689657147,0.24257562887061263
121,0,MID-VOLUME STORES,4453.171794871795,1381.4396376151165,0.31021476404884296
122,0,MID-VOLUME STORES,6462.014689265537,2254.824549165973,0.34893522494023504
123,1,HIGH-VOLUME STORES,8399.204427083334,3243.6659457784885,0.38618728403838454
124,0,MID-VOLUME STORES,4424.1463414634145,1270.4591235952123,0.2871648054876438
125,1,HIGH-VOLUME STORES,11836.848214285714,2741.774909400014,0.23163048640693115
126,1,HIGH-VOLUME STORES,6507.75353016688,3049.5367385288655,0.4686005277232227
127,0,MID-VOLUME STORES,5238.154093097914,1513.1183273888942,0.28886479864780307
128,0,MID-VOLUME STORES,7454.672215108835,2146.6927532916056,0.28796608239068827
129,1,HIGH-VOLUME STORES,9208.120578778135,2031.709143804463,0.22064319493023618
130,0,MID-VOLUME STORES,5121.062740076824,964.2089623010739,0.18828298172472874
131,0,MID-VOLUME STORES,5275.404364569961,1299.7985980162819,0.24638842981323544
132,0,MID-VOLUME STORES,6283.255627009647,1591.170509893406,0.2532398177552236
133,0,MID-VOLUME STORES,6467.759590792839,2163.862890282669,0.33456142886990264
134,0,MID-VOLUME STORES,4725.8915816326535,980.9219252720819,0.20756335779781113
135,0,MID-VOLUME STORES,5952.416133162612,1366.0874365513678,0.22950133290253416
136,0,MID-VOLUME STORES,5488.818327974276,1793.8788030908995,0.3268242262543521
137,0,MID-VOLUME STORES,8274.98231511254,1714.8325959739987,0.2072309680761749
138,1,HIGH-VOLUME STORES,7334.917948717949,2728.3053152333555,0.3719612590499705
139,0,MID-VOLUME STORES,6464.1495176848875,1686.4925628071874,0.2608993740310634
140,0,MID-VOLUME STORES,7469.049935979513,1624.092283381427,0.2174429542314258
141,0,MID-VOLUME STORES,5540.741312741313,1463.0938987119987,0.2640610373466659
142,0,MID-VOLUME STORES,4603.965340179718,1065.165393860443,0.23135825645005045
143,0,MID-VOLUME STORES,6314.756097560976,1857.946514009063,0.2942230048642227
144,1,HIGH-VOLUME STORES,7718.2064,1896.27291510181,0.2456882877739328
145,1,HIGH-VOLUME STORES,8342.263157894737,2070.3650403144075,0.2481778626648943
146,0,MID-VOLUME STORES,7812.83055198973,2031.9104316132612,0.260073531365119
147,1,HIGH-VOLUME STORES,8212.558408215662,1991.0660364634805,0.24244162872213634
148,0,MID-VOLUME STORES,8638.96556122449,1576.8211956666635,0.18252430623686436
149,0,MID-VOLUME STORES,5567.483922829582,1497.3443358585164,0.2689445280153617
150,1,HIGH-VOLUME STORES,8417.24107142857,2151.460751040159,0.2556016553147163
151,0,MID-VOLUME STORES,6755.764102564102,1858.2341903763204,0.27505906987945905
152,0,MID-VOLUME STORES,5541.939666238768,1860.535135365206,0.3357191249662095
153,0,MID-VOLUME STORES,7066.812580231065,2601.5007955011665,0.3681293038361723
154,1,HIGH-VOLUME STORES,8737.57362355954,2289.9203823962216,0.2620773776625812
155,0,MID-VOLUME STORES,6886.852327447833,1627.503682144064,0.23632039787721035
156,1,HIGH-VOLUME STORES,6961.611253196931,2815.318761405872,0.40440620123868787
157,1,HIGH-VOLUME STORES,9722.790757381257,2425.040825165442,0.24941818513624006
158,0,MID-VOLUME STORES,8156.865211810013,1646.702943653333,0.2018793863688142
159,0,MID-VOLUME STORES,7748.60834670947,2090.5946939412643,0.26980260201550355
160,0,MID-VOLUME STORES,5730.658130601792,1409.864402336436,0.24602137663870416
161,0,MID-VOLUME STORES,7252.598202824133,1400.0300479870737,0.1930384131085474
162,0,MID-VOLUME STORES,7768.131882202305,2167.96947401874,0.27908504990573224
163,0,MID-VOLUME STORES,7298.706632653061,1517.62768699338,0.20793104359117476
164,0,MID-VOLUME STORES,6210.218298555377,1986.1573882546786,0.3198208650276753
165,0,MID-VOLUME STORES,3996.8344051446948,931.8986125453653,0.23315917500755912
166,0,MID-VOLUME STORES,5819.24646983312,1527.92436482452,0.262563954413214
167,1,HIGH-VOLUME STORES,9295.779487179487,3220.269054864011,0.3464227028303897
168,0,MID-VOLUME STORES,7517.148005148005,2287.1990884215916,0.3042642085609114
169,0,MID-VOLUME STORES,7218.92819843342,1975.1029793789285,0.273600585168245
170,0,MID-VOLUME STORES,5009.441591784339,1327.2506054941578,0.2649498115061159
171,1,HIGH-VOLUME STORES,8429.147625160462,2513.83353182677,0.2982310482169204
172,0,MID-VOLUME STORES,6981.672025723473,1316.5673081163459,0.18857478599188668
173,1,HIGH-VOLUME STORES,8232.783163265307,1910.683695790886,0.2320823539136024
174,0,MID-VOLUME STORES,5936.540192926045,1028.587343643067,0.1732637715261706
175,0,MID-VOLUME STORES,5784.548469387755,1229.9287014597799,0.21262311275783247
176,0,MID-VOLUME STORES,5278.177150192554,1784.8958419249338,0.33816520195041555
177,0,MID-VOLUME STORES,3994.096153846154,1431.4024747281405,0.3583795731481721
178,1,HIGH-VOLUME STORES,10089.92564102564,2946.7436111307106,0.292048099854101
179,0,MID-VOLUME STORES,7295.274711168165,2078.7266504807176,0.28494151800732653
180,0,MID-VOLUME STORES,7220.061224489796,1560.1221883989226,0.21608157325690383
181,0,MID-VOLUME STORES,6382.698234349919,2229.5422443636303,0.3493103014591618
182,0,MID-VOLUME STORES,5304.654289372599,1382.4634527826229,0.26061329869361416
183,0,MID-VOLUME STORES,4821.335515548281,1671.590256003572,0.34670689285424666
184,0,MID-VOLUME STORES,6594.2972972972975,1665.884282037498,0.25262498897650065
185,0,MID-VOLUME STORES,7170.617346938776,1877.1025439941543,0.26177697863009136
186,0,MID-VOLUME STORES,3783.83922829582,923.012994818377,0.24393557419565293
187,0,MID-VOLUME STORES,6279.7334183673465,1712.3733998880725,0.2726824987314937
188,0,MID-VOLUME STORES,4986.952503209242,1491.3854953313053,0.2990574893928822
189,1,HIGH-VOLUME STORES,8762.929396662388,1945.8609599535841,0.22205598971215273
190,0,MID-VOLUME STORES,7198.954983922829,1516.720269127397,0.21068617216174215
191,0,MID-VOLUME STORES,6838.9372990353695,1247.7888453193837,0.18245361680613506
192,1,HIGH-VOLUME STORES,9016.834405144695,3350.5095355867193,0.3715837937175639
193,0,MID-VOLUME STORES,5362.036036036036,1716.9086577060284,0.32019715014360073
194,0,MID-VOLUME STORES,4829.492921492922,1047.370707895026,0.21686970556139806
195,1,HIGH-VOLUME STORES,10713.17971758665,2482.9333429745825,0.23176436953621002
196,0,MID-VOLUME STORES,5216.3363171355495,1416.9966519317918,0.2716459533632809
197,0,MID-VOLUME STORES,6846.668367346939,1762.7728461129043,0.2574643244763983
198,0,MID-VOLUME STORES,2900.6048593350383,1597.7619041355008,0.5508374913575048
199,0,MID-VOLUME STORES,7955.697047496791,2087.6449925796,0.2624088097015288
200,0,MID-VOLUME STORES,7729.5442875481385,1469.1363302432887,0.19006765154447525
201,0,MID-VOLUME STORES,5249.351732991014,1280.617723105365,0.24395730906293936
202,0,MID-VOLUME STORES,6065.797695262484,1362.9468564031754,0.22469375420608995
203,0,MID-VOLUME STORES,6775.240409207161,1820.5629565112797,0.26870824451295333
204,0,MID-VOLUME STORES,5486.247588424438,1044.2747461106906,0.19034407931461758
205,0,MID-VOLUME STORES,6536.820153061224,1663.154467014849,0.25442867144447684
206,0,MID-VOLUME STORES,7157.551989730424,2141.927788515268,0.29925424105734505
207,1,HIGH-VOLUME STORES,11184.206632653062,3256.122441561237,0.29113575495420146
208,0,MID-VOLUME STORES,2936.2908163265306,716.5256100102845,0.24402406124972983
209,0,MID-VOLUME STORES,5587.78231292517,1891.5684986332549,0.33851864526967057
210,0,MID-VOLUME STORES,3193.98459563543,849.2890008473813,0.2659026602720414
211,1,HIGH-VOLUME STORES,12994.345663265307,3176.586689807334,0.24445914955052073
212,0,MID-VOLUME STORES,4775.656887755102,1255.2042898774291,0.2628338507935532
213,1,HIGH-VOLUME STORES,8131.0410783055195,2173.4899200957225,0.2673077037938997
214,1,HIGH-VOLUME STORES,9331.875481386392,2284.7326110537438,0.2448310219752645
215,0,MID-VOLUME STORES,6313.492753623188,1813.894440333618,0.2873044305456215
216,0,MID-VOLUME STORES,7226.775773195876,1872.6365994309836,0.25912476852770167
217,0,MID-VOLUME STORES,4700.8877551020405,996.8555825790877,0.2120568782986075
218,0,MID-VOLUME STORES,5018.577170418006,1503.0231680827771,0.29949189123609465
219,0,MID-VOLUME STORES,3133.712451861361,822.2665440080124,0.26239374436528246
220,0,MID-VOLUME STORES,4906.432989690722,1283.8297005522002,0.261662536357829
221,0,MID-VOLUME STORES,5821.838010204082,1412.3356037097299,0.24259273467147208
222,0,MID-VOLUME STORES,4982.456632653061,1449.6850904465334,0.2909578943338648
223,0,MID-VOLUME STORES,7232.875959079284,2077.852237733489,0.287278843089408
224,0,MID-VOLUME STORES,6629.749034749035,1768.4945662928785,0.26675135921790194
225,0,MID-VOLUME STORES,5197.0,1470.3604120613543,0.2829248435754001
226,0,MID-VOLUME STORES,7257.290653008963,1653.4176636714412,0.22782850277409156
227,0,MID-VOLUME STORES,6028.297262059974,1878.5510610748927,0.31162216782139224
228,0,MID-VOLUME STORES,7946.139922978177,1549.4387846037803,0.1949926378873854
229,1,HIGH-VOLUME STORES,8645.36328626444,2234.164712299383,0.2584234621868319
230,0,MID-VOLUME STORES,7561.640306122449,1662.8143749915623,0.21990127904460463
231,0,MID-VOLUME STORES,4770.279742765273,1287.8093655023692,0.2699651666038021
232,0,MID-VOLUME STORES,3376.759477124183,1062.293377349184,0.3145895893816773
233,1,HIGH-VOLUME STORES,9431.089628681179,1800.2762372530324,0.190887406241815
234,1,HIGH-VOLUME STORES,11072.315789473685,3506.84744140227,0.3167221300476443
235,0,MID-VOLUME STORES,5935.44814340589,1947.2437756960305,0.3280702195771623
236,0,MID-VOLUME STORES,7119.563775510204,1967.0679611400265,0.2762905176727716
237,0,MID-VOLUME STORES,4535.991071428572,759.0343304902016,0.16733594015897174
238,0,MID-VOLUME STORES,7671.733333333334,1888.1087554087835,0.24611240685400737
239,0,MID-VOLUME STORES,5071.210526315789,1385.3617150714522,0.2731816610417693
240,0,MID-VOLUME STORES,4812.035714285715,989.7244059558053,0.205676862085118
241,0,MID-VOLUME STORES,6583.227214377407,1458.1986769535968,0.22150210367477077
242,0,MID-VOLUME STORES,4093.0947503201023,1446.175061657331,0.35332069005835554
243,0,MID-VOLUME STORES,7074.07062600321,2092.9666797001664,0.2958645439595611
244,0,MID-VOLUME STORES,5271.098844672657,1700.8712493680057,0.3226786860745413
245,1,HIGH-VOLUME STORES,8897.663252240716,1539.2126718800353,0.17299066375572397
246,0,MID-VOLUME STORES,7081.054846938776,1474.6213881424899,0.20824883015557863
247,1,HIGH-VOLUME STORES,8576.710627400767,2445.7676301667616,0.28516382753465574
248,1,HIGH-VOLUME STORES,8362.170918367347,2257.5775834868327,0.2699750585733792
249,0,MID-VOLUME STORES,5285.823979591837,1274.3029215110603,0.2410793334078181
250,1,HIGH-VOLUME STORES,8470.623559539052,2481.2941312555445,0.29292933558135476
251,1,HIGH-VOLUME STORES,19123.068035943517,3547.6416119632604,0.18551634106489348
252,1,HIGH-VOLUME STORES,10615.512195121952,2889.075660665812,0.2721560304921888
253,0,MID-VOLUME STORES,5746.724005134788,2048.8292536515537,0.3565212548611857
254,0,MID-VOLUME STORES,3005.9833119383825,832.1419652702451,0.2768285379247982
255,0,MID-VOLUME STORES,6271.130937098845,1486.823229053465,0.23709012679956898
256,1,HIGH-VOLUME STORES,9832.87886597938,2835.2708700577346,0.28834595734393137
257,0,MID-VOLUME STORES,5335.585459183673,1462.640295428539,0.27412929782823087
258,0,MID-VOLUME STORES,5642.096463022508,1235.110249019838,0.21890980721697575
259,1,HIGH-VOLUME STORES,11656.145005370568,2504.1947593846053,0.2148390190951466
260,0,MID-VOLUME STORES,6559.997448979592,809.6121787265794,0.12341653865315368
261,1,HIGH-VOLUME STORES,12616.487804878048,4872.376643918049,0.38619120624316616
262,1,HIGH-VOLUME STORES,20718.51592356688,4668.87758407417,0.2253480703588146
263,0,MID-VOLUME STORES,3707.516077170418,947.1854359858396,0.25547709470992586
264,1,HIGH-VOLUME STORES,7234.240157480315,2294.064731471824,0.31711205068299064
265,0,MID-VOLUME STORES,4954.829268292683,1769.7565502528398,0.35717810936049793
266,0,MID-VOLUME STORES,4389.757692307692,1370.5308198351115,0.31221104122369553
267,1,HIGH-VOLUME STORES,9289.160714285714,2614.532793622447,0.2814606048963693
268,0,MID-VOLUME STORES,4881.173469387755,1449.4833405542377,0.2969538676805203
269,1,HIGH-VOLUME STORES,9346.706033376124,3023.135608019445,0.3234439595322822
270,1,HIGH-VOLUME STORES,9291.623724489797,1607.6120873028733,0.17301734712585418
271,1,HIGH-VOLUME STORES,7841.691025641026,3439.7833022279897,0.43865325616381345
272,0,MID-VOLUME STORES,6237.314980793854,2184.7477324638785,0.35027054737354546
273,0,MID-VOLUME STORES,7059.648267008986,2005.5857812610143,0.2840914597166943
274,0,MID-VOLUME STORES,4070.8283261802576,1400.059234795739,0.34392490240664203
275,0,MID-VOLUME STORES,7443.842443729904,1651.3297976903073,0.2218383597145121
276,0,MID-VOLUME STORES,4091.1948717948717,1243.7417098398023,0.30400451428366043
277,0,MID-VOLUME STORES,6444.519292604502,1628.8193768583208,0.2527448988673981
278,0,MID-VOLUME STORES,7142.1670918367345,1804.3053028631095,0.2526271479878106
279,1,HIGH-VOLUME STORES,8881.08988764045,3024.2352441308085,0.3405252375994468
280,0,MID-VOLUME STORES,6267.489060489061,1321.8785300247825,0.21091038488731476
281,0,MID-VOLUME STORES,5860.617346938776,1269.336846402421,0.21658756599514967
282,0,MID-VOLUME STORES,4408.584183673469,1040.1899966711908,0.23594649740916337
283,0,MID-VOLUME STORES,7114.1591639871385,1328.4049503619594,0.18672690893486468
284,0,MID-VOLUME STORES,5413.250803858521,1425.6418815239786,0.2633615055315362
285,0,MID-VOLUME STORES,5154.924455825864,1143.6536315253604,0.22185652599289876
286,0,MID-VOLUME STORES,4927.8202824133505,2068.0247312343326,0.4196631802127204
287,0,MID-VOLUME STORES,8152.400321543409,1419.8745217518433,0.1741664375827699
288,0,MID-VOLUME STORES,5625.733118971061,1612.5222227919799,0.2866332598242605
289,0,MID-VOLUME STORES,6321.227912932139,1481.9287005892436,0.23443684059508024
290,0,MID-VOLUME STORES,7014.1578947368425,2202.570623531489,0.31401782745498424
291,1,HIGH-VOLUME STORES,8023.039743589744,2634.4454027239167,0.32836000903881707
292,0,MID-VOLUME STORES,5774.090078328982,1961.2392876722793,0.33966205256012577
293,0,MID-VOLUME STORES,6257.765006385696,1663.783125883877,0.26587497679859823
294,0,MID-VOLUME STORES,5770.280409731114,1689.7125152197002,0.29283022578419865
295,0,MID-VOLUME STORES,5285.4311454311455,1322.4897201899503,0.25021416111590866
296,0,MID-VOLUME STORES,6963.460947503201,1888.2102284285438,0.27115973546251815
297,0,MID-VOLUME STORES,6992.070785070785,1947.912020887247,0.2785887158131119
298,0,MID-VOLUME STORES,8398.617363344052,1872.5500687446731,0.22295932624784867
299,0,MID-VOLUME STORES,6235.306122448979,2175.5675433016513,0.3489111040545312
300,0,MID-VOLUME STORES,7077.595907928388,1540.296417216427,0.21762988976115077
301,0,MID-VOLUME STORES,5538.441326530612,1169.6431452498284,0.21118633859077382
302,0,MID-VOLUME STORES,3742.2842509603074,1067.275924297453,0.2851937086349278
303,0,MID-VOLUME STORES,6188.154046997389,1969.2234054781463,0.3182246903555433
304,0,MID-VOLUME STORES,7067.702806122449,1800.9146802415019,0.25480905601767045
305,0,MID-VOLUME STORES,5347.341869398208,1667.44723813074,0.31182731137375275
306,0,MID-VOLUME STORES,4368.86655948553,1079.2248216471485,0.24702627259328241
307,0,MID-VOLUME STORES,2703.7365728900254,1032.8286927144584,0.3820004889050516
308,1,HIGH-VOLUME STORES,9353.162760416666,2668.7929315356278,0.2853358804820732
309,0,MID-VOLUME STORES,6971.319640564827,2015.6792496047765,0.2891388364802425
310,1,HIGH-VOLUME STORES,8236.363433667782,3142.9301571430588,0.38159197107496534
311,0,MID-VOLUME STORES,6638.587708066581,1455.3856785701773,0.21923121943568372
312,0,MID-VOLUME STORES,5568.157490396927,1585.1114235803673,0.2846743157524038
313,0,MID-VOLUME STORES,7075.494884910486,2233.6037971200294,0.31568163548298395
314,0,MID-VOLUME STORES,5137.715019255455,1458.3692633893556,0.2838556163437611
315,0,MID-VOLUME STORES,4252.410714285715,1172.210514958516,0.2756578782525747
316,1,HIGH-VOLUME STORES,9855.62516046213,2508.247895868674,0.2544991164975538
317,0,MID-VOLUME STORES,5379.4855305466235,1184.0273771763136,0.2201004855302588
318,0,MID-VOLUME STORES,7527.716666666666,2206.251962185219,0.29308382074934886
319,0,MID-VOLUME STORES,7787.076530612245,1804.899616333926,0.2317814149172127
320,1,HIGH-VOLUME STORES,14834.461734693878,3410.4835065155517,0.22990274723209767
321,0,MID-VOLUME STORES,5958.317948717949,1456.706619761646,0.24448286115296777
322,0,MID-VOLUME STORES,5021.1726342711,2041.9842022707078,0.4066747652398
323,0,MID-VOLUME STORES,7365.359435173299,1568.0301354252526,0.21289254777399177
324,0,MID-VOLUME STORES,5687.985897435898,2381.8608217372653,0.41875294079245007
325,0,MID-VOLUME STORES,6484.645699614891,1733.438564629074,0.2673143059661716
326,0,MID-VOLUME STORES,5008.903722721438,1254.671436511545,0.25048823175021157
327,0,MID-VOLUME STORES,7738.189189189189,1972.5558696140777,0.25491181740165786
328,0,MID-VOLUME STORES,4432.029525032092,1199.8653364462612,0.2707259348498074
329,0,MID-VOLUME STORES,6912.716302952504,2038.3873673851494,0.29487502134501453
330,0,MID-VOLUME STORES,4166.6379974326055,1041.8438876657199,0.2500442534983078
